1,MX-2015-SC2057582-42279,2015-10-02,N,2024-03-16 16:44:15
2,MX-2013-KW1657028-41562,2013-10-15,N,2024-03-16 16:44:15
3,MX-2013-KW1657028-41562,2013-10-15,N,2024-03-16 16:44:15
4,MX-2013-KW1657028-41562,2013-10-15,N,2024-03-16 16:44:15
5,MX-2013-KW1657028-41562,2013-10-15,N,2024-03-16 16:44:15
6,MX-2013-KW1657028-41562,2013-10-15,N,2024-03-16 16:44:15
7,MX-2014-DP1300018-41909,2014-09-27,N,2024-03-16 16:44:15
8,MX-2014-DP1300018-41909,2014-09-27,N,2024-03-16 16:44:15
9,MX-2014-DP1300018-41909,2014-09-27,N,2024-03-16 16:44:15
10,MX-2014-DP1300018-41909,2014-09-27,N,2024-03-16 16:44:15
11,MX-2014-DP1300018-41909,2014-09-27,N,2024-03-16 16:44:15
12,MX-2014-TB2125093-41703,2014-03-05,N,2024-03-16 16:44:15
13,MX-2014-TB2125093-41703,2014-03-05,N,2024-03-16 16:44:15
14,MX-2015-PK1891093-42271,2015-09-24,N,2024-03-16 16:44:15
15,MX-2015-JK1562518-42295,2015-10-18,N,2024-03-16 16:44:15
16,MX-2015-JK1562518-42295,2015-10-18,N,2024-03-16 16:44:15
17,US-2014-HE1480098-41816,2014-06-26,N,2024-03-16 16:44:15
18,US-2014-HE1480098-41816,2014-06-26,N,2024-03-16 16:44:15
19,US-2014-HE1480098-41816,2014-06-26,N,2024-03-16 16:44:15
20,US-2014-HE1480098-41816,2014-06-26,N,2024-03-16 16:44:15
21,MX-2014-JE1561082-41992,2014-12-19,N,2024-03-16 16:44:15
22,MX-2014-TB2105526-41941,2014-10-29,N,2024-03-16 16:44:15
23,MX-2014-TB2105526-41941,2014-10-29,N,2024-03-16 16:44:15
24,US-2015-DW1319598-42280,2015-10-03,N,2024-03-16 16:44:15
25,US-2013-SJ2021582-41543,2013-09-26,Y,2024-03-16 16:44:15
26,MX-2015-SP2065082-42173,2015-06-18,N,2024-03-16 16:44:15
27,MX-2015-SP2065082-42173,2015-06-18,N,2024-03-16 16:44:15
28,US-2014-SC2005055-41783,2014-05-24,N,2024-03-16 16:44:15
29,US-2014-SC2005055-41783,2014-05-24,N,2024-03-16 16:44:15
30,US-2014-SC2005055-41783,2014-05-24,N,2024-03-16 16:44:15
31,US-2014-SC2005055-41783,2014-05-24,N,2024-03-16 16:44:15
32,US-2014-SC2005055-41783,2014-05-24,N,2024-03-16 16:44:15
33,US-2014-SC2005055-41783,2014-05-24,N,2024-03-16 16:44:15
34,US-2014-SC2005055-41783,2014-05-24,N,2024-03-16 16:44:15
35,MX-2015-DM1352582-42139,2015-05-15,N,2024-03-16 16:44:15
36,MX-2015-DM1352582-42139,2015-05-15,N,2024-03-16 16:44:15
37,MX-2015-DM1352582-42139,2015-05-15,N,2024-03-16 16:44:15
38,MX-2015-SC2044031-42189,2015-07-04,N,2024-03-16 16:44:15
39,MX-2015-SC2044031-42189,2015-07-04,N,2024-03-16 16:44:15
40,MX-2015-SC2044031-42189,2015-07-04,N,2024-03-16 16:44:15
41,MX-2015-AR1082536-42347,2015-12-09,N,2024-03-16 16:44:15
42,MX-2014-RW1969082-41807,2014-06-17,N,2024-03-16 16:44:15
43,MX-2015-MT1781582-42306,2015-10-29,N,2024-03-16 16:44:15
44,MX-2015-MT1781582-42306,2015-10-29,N,2024-03-16 16:44:15
45,MX-2015-MT1781582-42306,2015-10-29,N,2024-03-16 16:44:15
46,MX-2015-LC1696018-42020,2015-01-16,N,2024-03-16 16:44:15
47,US-2013-AS1024036-41391,2013-04-27,N,2024-03-16 16:44:15
48,US-2013-AS1024036-41391,2013-04-27,N,2024-03-16 16:44:15
49,MX-2012-SF2020018-41071,2012-06-11,N,2024-03-16 16:44:15
50,MX-2015-MG1820528-42130,2015-05-06,N,2024-03-16 16:44:15
51,MX-2012-KC1625582-41194,2012-10-12,N,2024-03-16 16:44:15
52,US-2012-DW1348055-41000,2012-04-01,N,2024-03-16 16:44:15
53,US-2012-DW1348055-41000,2012-04-01,N,2024-03-16 16:44:15
